userId	itemId	rating
s3U1008391	P1018368	4.0
s3U1006333	P1012297	2.0
s3U1003789	P1029009	4.0
s3U1005501	P1013193	5.0
s3U1006809	P1000266	5.0
s3U1005941	P1015470	5.0
s3U1003810	P1022598	4.0
s3U1003426	P1027537	2.0
s3U1001204	P1014795	1.0
s3U1001230	P1003307	4.0
s3U1008342	P1008650	1.0
s3U1007436	P1027363	4.0
s3U1005273	P1023976	1.0
s3U1002627	P1027537	5.0
s3U1000289	P1023256	4.0
s3U1004192	P1013766	4.0
s3U1008401	P1023096	5.0
s3U1003944	P1017380	5.0
s3U1005840	P1021866	4.0
s3U1003428	P1000481	5.0
s3U1000365	P1027387	3.0
s3U1001227	P1032058	1.0
s3U1008444	P1007433	1.0
s3U1004432	P1024899	1.0
s3U1001603	P1017836	5.0
s3U1006165	P1015984	5.0
s3U1004703	P1021350	4.0
s3U1002260	P1032058	5.0
s3U1003313	P1027302	5.0
s3U1002434	P1032988	5.0
s3U1007494	P1006939	5.0
s3U1002435	P1007501	5.0
s3U1006879	P1027302	5.0
s3U1000291	P1005919	5.0
s3U1003416	P1008851	3.0
s3U1006126	P1018117	5.0
s3U1004943	P1019605	5.0
s3U1005943	P1006805	5.0
s3U1008467	P1033807	5.0
s3U1003102	P1000590	2.0
s3U1005750	P1013766	4.0
s3U1005106	P1023121	5.0
s3U1007891	P1001171	4.0
s3U1004605	P1011562	5.0
s3U1007659	P1023488	4.0
s3U1000533	P1012181	5.0
s3U1004249	P1016688	5.0
s3U1003705	P1007415	4.0
s3U1006687	P1027747	5.0
s3U1001641	P1031065	5.0
s3U1007320	P1000481	4.0
s3U1005602	P1003506	5.0
s3U1005451	P1005300	5.0
s3U1007994	P1000590	5.0
s3U1006524	P1005300	5.0
s3U1007360	P1021206	5.0
s3U1001709	P1027433	5.0
s3U1007383	P1010851	5.0
s3U1004201	P1000590	5.0
s3U1001017	P1012136	3.0
s3U1008207	P1021728	5.0
s3U1002405	P1000097	5.0
s3U1005974	P1032970	4.0
s3U1000769	P1005690	5.0
s3U1008420	P1008650	5.0
s3U1000724	P1032988	5.0
s3U1004713	P1007415	3.0
s3U1003396	P1029198	5.0
s3U1002058	P1027537	5.0
s3U1007006	P1023256	5.0
s3U1002465	P1029344	4.0
s3U1002070	P1011227	4.0
s3U1000146	P1006659	5.0
s3U1007461	P1008650	5.0
s3U1003550	P1017517	5.0
s3U1007662	P1031924	5.0
s3U1002595	P1033157	5.0
s3U1001451	P1026903	5.0
s3U1006563	P1025764	5.0
s3U1005767	P1007877	5.0
s3U1002541	P1006867	4.0
s3U1004210	P1013193	5.0
s3U1004380	P1027302	5.0
s3U1005671	P1015302	5.0
s3U1000558	P1032220	5.0
s3U1005920	P1000097	5.0
s3U1004335	P1007032	5.0
s3U1003012	P1001329	5.0
s3U1004159	P1021350	4.0
s3U1001352	P1008650	5.0
s3U1005436	P1013864	4.0
s3U1001472	P1011252	4.0
s3U1008037	P1021570	5.0
s3U1001414	P1008665	5.0
s3U1007865	P1004231	5.0
s3U1007363	P1008269	1.0
s3U1005702	P1023256	5.0
s3U1003920	P1006282	5.0
s3U1007816	P1006939	5.0
s3U1001884	P1022818	3.0
s3U1003687	P1005300	5.0
s3U1006625	P1015969	5.0
s3U1007308	P1014883	5.0
s3U1001885	P1033689	5.0
s3U1004159	P1021364	4.0
s3U1004109	P1000481	2.0
s3U1002326	P1034611	5.0
s3U1004706	P1000287	5.0
s3U1008205	P1027537	5.0
s3U1002949	P1032016	5.0
s3U1006664	P1029917	1.0
s3U1000424	P1023096	5.0
s3U1004860	P1007822	5.0
s3U1005555	P1008992	5.0
s3U1002251	P1025807	5.0
s3U1003925	P1020784	1.0
s3U1007811	P1019719	5.0
s3U1005925	P1032220	5.0
s3U1007917	P1017836	3.0
s3U1007546	P1004668	5.0
s3U1002539	P1003805	4.0
s3U1003253	P1005690	3.0
s3U1001508	P1000266	5.0
s3U1002948	P1015107	4.0
s3U1006231	P1001830	5.0
s3U1008219	P1003805	5.0
s3U1006508	P1027747	4.0
s3U1003336	P1008650	1.0
s3U1008149	P1006994	5.0
s3U1005462	P1001365	5.0
s3U1005927	P1032016	5.0
s3U1003890	P1001275	2.0
s3U1006781	P1015302	4.0
s3U1006187	P1033672	5.0
s3U1008436	P1000266	5.0
s3U1004804	P1007433	5.0
s3U1005545	P1027302	5.0
s3U1002886	P1006225	3.0
s3U1004705	P1020382	2.0
s3U1007086	P1021002	5.0
s3U1007759	P1009998	2.0
s3U1001783	P1007415	3.0
s3U1004336	P1009455	3.0
s3U1002102	P1019867	2.0
s3U1005456	P1010258	5.0
s3U1003423	P1008426	5.0
s3U1004821	P1015302	4.0
s3U1001132	P1030054	5.0
s3U1006322	P1012181	5.0
s3U1007909	P1021200	4.0
s3U1003951	P1021570	5.0
s3U1007669	P1015558	5.0
s3U1003227	P1017836	4.0
s3U1001468	P1024909	5.0
s3U1001439	P1007415	5.0
s3U1007787	P1023121	5.0
s3U1000100	P1011354	4.0
s3U1008138	P1018360	5.0
s3U1005414	P1021885	5.0
s3U1008118	P1012297	5.0
s3U1008153	P1028342	5.0
s3U1006621	P1024911	5.0
s3U1004060	P1002585	3.0
s3U1000037	P1028958	5.0
s3U1008071	P1029615	5.0
s3U1002940	P1027302	5.0
s3U1007242	P1021193	4.0
s3U1007059	P1015558	4.0
s3U1008447	P1005973	5.0
s3U1006065	P1022228	4.0
s3U1007528	P1009968	5.0
s3U1002108	P1032058	5.0
s3U1002280	P1009968	5.0
s3U1004812	P1028562	2.0
s3U1001134	P1027537	1.0
s3U1005184	P1014051	1.0
s3U1003088	P1008009	5.0
s3U1004484	P1013766	5.0
s3U1007481	P1015071	4.0
s3U1007493	P1026749	5.0
s3U1002239	P1034383	3.0
s3U1006999	P1013953	4.0
s3U1005379	P1021983	5.0
s3U1002100	P1014051	3.0
s3U1000361	P1025807	5.0
s3U1008384	P1033469	5.0
s3U1001120	P1001569	4.0
s3U1000296	P1005163	5.0
s3U1002725	P1016376	4.0
s3U1002221	P1018394	1.0
s3U1006918	P1012181	4.0
s3U1001272	P1002386	3.0
s3U1007915	P1019909	4.0
s3U1001486	P1023006	5.0
s3U1000662	P1001414	5.0
s3U1006829	P1014318	5.0
s3U1003227	P1022393	4.0
s3U1004473	P1020784	4.0
s3U1003377	P1027747	5.0
s3U1000190	P1030955	5.0
s3U1003972	P1027948	5.0
s3U1003563	P1032540	5.0
s3U1008511	P1030038	3.0
s3U1000600	P1033672	5.0
s3U1001237	P1008645	5.0
s3U1001986	P1017999	4.0
s3U1003946	P1032556	5.0
s3U1000164	P1009109	4.0
s3U1006434	P1019188	5.0
s3U1000342	P1023976	5.0
s3U1000463	P1018731	5.0
s3U1000244	P1000287	5.0
s3U1000139	P1012181	5.0
s3U1000849	P1030846	4.0
s3U1002210	P1033818	5.0
s3U1000647	P1028562	4.0
s3U1004558	P1015869	5.0
s3U1004048	P1020784	5.0
s3U1005668	P1023130	5.0
s3U1008339	P1017380	4.0
s3U1008467	P1004147	5.0
s3U1004811	P1025917	5.0
s3U1007874	P1017260	4.0
s3U1001677	P1034611	5.0
s3U1002355	P1028662	5.0
s3U1002507	P1014318	5.0
s3U1003570	P1009057	5.0
s3U1003748	P1012297	4.0
s3U1002032	P1007983	5.0
s3U1000738	P1026544	5.0
s3U1004370	P1028927	2.0
s3U1005648	P1016678	5.0
s3U1007138	P1004080	5.0
s3U1005846	P1032988	5.0
s3U1007271	P1008314	5.0
s3U1006338	P1021570	5.0
s3U1001867	P1007676	3.0
s3U1002559	P1007415	5.0
s3U1002312	P1032540	5.0
s3U1004276	P1023121	5.0
s3U1001736	P1013969	4.0
s3U1001993	P1027302	5.0
s3U1006320	P1032584	5.0
s3U1008184	P1013766	5.0
s3U1005712	P1009968	5.0
s3U1005349	P1013766	5.0
s3U1000748	P1028562	4.0
s3U1001275	P1005690	4.0
s3U1003944	P1028300	5.0
s3U1004675	P1016097	5.0
s3U1000891	P1027988	4.0
s3U1003168	P1014783	2.0
s3U1002373	P1001125	5.0
s3U1003873	P1023289	5.0
s3U1001502	P1027747	5.0
s3U1008436	P1002279	4.0
s3U1002255	P1021545	5.0
s3U1004794	P1013766	5.0
s3U1005728	P1027302	5.0
s3U1001664	P1016688	5.0
s3U1001832	P1016097	5.0
s3U1000808	P1003325	4.0
s3U1005847	P1000590	5.0
s3U1001551	P1021193	4.0
s3U1002333	P1032540	5.0
s3U1005395	P1032180	5.0
s3U1001161	P1032412	2.0
s3U1006357	P1033042	5.0
s3U1003792	P1020357	5.0
s3U1003462	P1000481	5.0
s3U1002779	P1033592	5.0
s3U1008385	P1015302	5.0
s3U1000305	P1026749	5.0
s3U1007113	P1016021	5.0
s3U1000954	P1007984	5.0
s3U1007253	P1014102	5.0
s3U1005134	P1012180	5.0
s3U1005243	P1032988	5.0
s3U1001301	P1017062	5.0
s3U1005969	P1012318	5.0
s3U1005220	P1010113	4.0
s3U1000917	P1023606	4.0
s3U1001678	P1031616	5.0
s3U1004464	P1026077	4.0
s3U1001908	P1005797	5.0
s3U1007973	P1004080	4.0
s3U1008339	P1014502	5.0
s3U1008563	P1012451	5.0
s3U1005150	P1000368	5.0
s3U1001936	P1024909	4.0
s3U1002373	P1018850	5.0
s3U1004740	P1015180	4.0
s3U1002578	P1009455	5.0
s3U1001195	P1026067	3.0
s3U1008530	P1012038	5.0
s3U1004391	P1013766	4.0
s3U1000912	P1033275	5.0
s3U1006587	P1028349	4.0
s3U1006959	P1008650	5.0
s3U1005237	P1000196	5.0
s3U1000211	P1027874	5.0
s3U1004913	P1028947	5.0
s3U1006751	P1020357	5.0
s3U1004747	P1034611	5.0
s3U1000133	P1013017	5.0
s3U1005246	P1013766	5.0
s3U1000407	P1007415	5.0
s3U1005462	P1030937	5.0
s3U1007107	P1028896	5.0
s3U1000920	P1031924	5.0
s3U1006913	P1014278	4.0
s3U1007527	P1012181	2.0
s3U1006443	P1003325	5.0
s3U1005528	P1021364	5.0
s3U1000013	P1015302	4.0
s3U1000646	P1015302	5.0
s3U1000944	P1014102	5.0
s3U1007543	P1029127	5.0
s3U1005225	P1028896	5.0
s3U1005081	P1026705	5.0
s3U1006509	P1020784	4.0
s3U1003878	P1021350	5.0
s3U1002876	P1033469	5.0
s3U1000665	P1009217	5.0
s3U1006532	P1000196	5.0
s3U1002735	P1023256	5.0
s3U1000994	P1000601	5.0
s3U1002091	P1004080	2.0
s3U1007101	P1017027	1.0
s3U1003273	P1021570	5.0
s3U1002176	P1012297	5.0
s3U1000163	P1009455	1.0
s3U1007304	P1027747	5.0
s3U1000364	P1000266	5.0
s3U1000065	P1009542	5.0
s3U1006678	P1013766	2.0
s3U1003125	P1007106	3.0
s3U1005461	P1012181	3.0
s3U1007862	P1000266	5.0
s3U1007875	P1019719	5.0
s3U1007918	P1033818	4.0
s3U1005162	P1027747	5.0
s3U1004730	P1010559	5.0
s3U1000599	P1007415	5.0
s3U1005594	P1019719	5.0
s3U1000529	P1004080	4.0
s3U1006605	P1027537	4.0
s3U1008597	P1023952	5.0
s3U1006301	P1024393	5.0
s3U1001818	P1003805	5.0
s3U1001283	P1021719	4.0
s3U1002030	P1034611	5.0
s3U1000895	P1012297	5.0
s3U1005505	P1014102	5.0
s3U1005849	P1003709	5.0
s3U1006092	P1017125	5.0
s3U1003122	P1009505	3.0
s3U1005120	P1010631	5.0
s3U1001919	P1026878	5.0
s3U1008471	P1012181	1.0
s3U1008282	P1021684	5.0
s3U1001020	P1005792	5.0
s3U1000672	P1021206	5.0
s3U1008321	P1005704	5.0
s3U1004219	P1025288	5.0
s3U1007530	P1032058	5.0
s3U1008413	P1000347	5.0
s3U1006624	P1026807	5.0
s3U1000174	P1020184	4.0
s3U1008315	P1016853	5.0
s3U1002118	P1005806	5.0
s3U1001906	P1003709	4.0
s3U1008353	P1026923	4.0
s3U1000084	P1004032	5.0
s3U1002442	P1014102	5.0
s3U1005577	P1008009	5.0
s3U1008427	P1030004	5.0
s3U1002826	P1021364	5.0
s3U1005781	P1032687	5.0
s3U1008343	P1026094	5.0
s3U1007052	P1027302	1.0
s3U1008521	P1028562	5.0
s3U1002053	P1011435	4.0
s3U1007492	P1015302	2.0
s3U1005686	P1032482	4.0
s3U1001047	P1022818	5.0
s3U1006554	P1032058	4.0
s3U1000606	P1028761	5.0
s3U1006867	P1012765	2.0
s3U1004167	P1012402	5.0
s3U1001269	P1008269	5.0
s3U1003276	P1021829	1.0
s3U1005804	P1015302	4.0
s3U1005114	P1012181	5.0
s3U1003661	P1014102	4.0
s3U1005704	P1009968	5.0
s3U1004782	P1014051	2.0
s3U1006307	P1008009	5.0
s3U1007207	P1011596	5.0
s3U1006822	P1008009	5.0
s3U1001301	P1000707	3.0
s3U1006224	P1021364	5.0
s3U1006793	P1017380	5.0
s3U1001659	P1001860	5.0
s3U1004173	P1001329	4.0
s3U1005210	P1032538	5.0
s3U1007188	P1015558	5.0
s3U1007151	P1015302	5.0
s3U1007096	P1027747	5.0
s3U1008146	P1034086	1.0
s3U1003702	P1024901	5.0
s3U1000340	P1031993	5.0
s3U1002950	P1000097	3.0
s3U1006116	P1022173	5.0
s3U1005627	P1000287	5.0
s3U1007245	P1027747	5.0
s3U1006681	P1033807	5.0
s3U1005197	P1028562	5.0
s3U1002806	P1006586	1.0
s3U1003640	P1020739	5.0
s3U1004331	P1028896	5.0
s3U1006740	P1021570	5.0
s3U1001809	P1006659	5.0
s3U1004377	P1015302	4.0
s3U1005802	P1006073	3.0
s3U1000861	P1026457	4.0
s3U1002055	P1026822	5.0
s3U1003573	P1021206	4.0
s3U1000914	P1015558	5.0
s3U1002380	P1021684	1.0
s3U1008292	P1006801	4.0
s3U1003221	P1029313	4.0
s3U1008506	P1002928	4.0
s3U1000988	P1013766	5.0
s3U1008347	P1028521	5.0
s3U1007813	P1032901	5.0
s3U1007199	P1017260	5.0
s3U1005911	P1028328	3.0
s3U1005919	P1017140	5.0
s3U1001291	P1008374	4.0
s3U1001331	P1027988	5.0
s3U1004788	P1001223	4.0
s3U1001669	P1000266	5.0
s3U1000604	P1005690	1.0
s3U1006546	P1013766	1.0
s3U1008005	P1012181	5.0
s3U1000277	P1014883	5.0
s3U1001713	P1023821	5.0
s3U1000180	P1027302	5.0
s3U1006460	P1012181	5.0
s3U1007693	P1029735	5.0
s3U1004067	P1031672	5.0
s3U1008438	P1025430	5.0
s3U1004810	P1032016	5.0
s3U1004386	P1026353	3.0
s3U1000414	P1027302	5.0
s3U1004410	P1003805	5.0
s3U1001482	P1009109	4.0
s3U1005868	P1010851	4.0
s3U1004971	P1015951	5.0
s3U1004584	P1009822	5.0
s3U1006390	P1013126	3.0
s3U1004020	P1012297	5.0
s3U1003457	P1030740	3.0
s3U1004628	P1006002	5.0
s3U1006199	P1006089	5.0
s3U1007601	P1001390	5.0
s3U1003229	P1027302	5.0
s3U1005582	P1015147	5.0
s3U1007449	P1012607	5.0
s3U1007816	P1012409	5.0
s3U1004960	P1012797	5.0
s3U1007217	P1023176	5.0
s3U1003223	P1006261	4.0
s3U1005211	P1014102	5.0
s3U1001034	P1000022	1.0
s3U1006358	P1018579	5.0
s3U1008483	P1014102	5.0
s3U1005651	P1000590	4.0
s3U1006554	P1014051	4.0
s3U1003060	P1000558	5.0
s3U1004497	P1003573	5.0
s3U1000469	P1026903	5.0
s3U1000282	P1014102	1.0
s3U1007497	P1002679	5.0
s3U1000375	P1010801	4.0
s3U1005961	P1000080	5.0
s3U1002235	P1033807	4.0
s3U1004558	P1011205	3.0
s3U1005683	P1005690	4.0
s3U1000835	P1001180	5.0
s3U1000711	P1028111	5.0
s3U1002040	P1014006	4.0
s3U1004430	P1027219	5.0
s3U1004492	P1007415	3.0
s3U1002686	P1031288	5.0
s3U1002611	P1021570	5.0
s3U1005075	P1018014	5.0
s3U1008261	P1005973	5.0
s3U1001972	P1000287	5.0
s3U1000254	P1019567	5.0
s3U1002869	P1025143	2.0
s3U1004688	P1032988	5.0
s3U1006347	P1015984	4.0
s3U1007522	P1033001	5.0
s3U1002911	P1023256	5.0
s3U1000248	P1007501	5.0
s3U1007278	P1009052	1.0
s3U1003884	P1031505	5.0
s3U1000282	P1013766	1.0
s3U1007827	P1013766	5.0
s3U1007610	P1018368	5.0
s3U1006531	P1025807	5.0
s3U1006715	P1013766	5.0
s3U1006520	P1020784	5.0
s3U1005038	P1012181	5.0
s3U1002688	P1012607	5.0
s3U1000817	P1021206	5.0
s3U1006533	P1001454	5.0
s3U1000685	P1020326	5.0
s3U1007684	P1006867	4.0
s3U1005995	P1029344	4.0
s3U1007200	P1013697	4.0
s3U1004199	P1031268	5.0
s3U1002263	P1024708	5.0
s3U1004947	P1014102	5.0
s3U1001013	P1008009	5.0
s3U1005628	P1027219	5.0
s3U1003511	P1007415	5.0
s3U1004559	P1027302	5.0
s3U1006210	P1013969	4.0
s3U1005658	P1001365	5.0
s3U1008582	P1025213	5.0
s3U1006130	P1004592	4.0
s3U1006825	P1006659	4.0
s3U1000221	P1001512	5.0
s3U1002065	P1006468	4.0
s3U1007995	P1032991	5.0
s3U1000377	P1027356	5.0
s3U1003638	P1028496	4.0
s3U1007351	P1028496	5.0
s3U1006607	P1005690	5.0
s3U1003136	P1000287	5.0
s3U1003692	P1023378	5.0
s3U1001211	P1030937	5.0
s3U1000189	P1027251	5.0
s3U1007303	P1023606	5.0
s3U1004412	P1016853	5.0
s3U1001530	P1019567	5.0
s3U1004850	P1023221	5.0
s3U1007081	P1008650	4.0
s3U1001033	P1030029	5.0
s3U1003251	P1023405	4.0
s3U1000478	P1002785	4.0
s3U1007330	P1014318	3.0
s3U1002692	P1017140	3.0
s3U1003952	P1012181	5.0
s3U1004156	P1024031	5.0
s3U1002475	P1034251	5.0
s3U1006447	P1028467	5.0
s3U1000391	P1032220	5.0
s3U1007112	P1032927	2.0
s3U1008372	P1034611	4.0
s3U1001310	P1008009	5.0
s3U1005326	P1029506	5.0
s3U1005545	P1027302	5.0
s3U1004113	P1021719	5.0
s3U1000778	P1032058	5.0
s3U1006978	P1024241	5.0
s3U1000164	P1026077	2.0
s3U1002778	P1028562	5.0
s3U1005571	P1034611	5.0
s3U1007451	P1034251	5.0
s3U1002092	P1033593	5.0
s3U1001796	P1033612	5.0
s3U1003021	P1033459	4.0
s3U1001555	P1011331	5.0
s3U1005693	P1032016	5.0
s3U1001080	P1022092	1.0
s3U1006716	P1021364	2.0
s3U1000427	P1009561	5.0
s3U1001070	P1032058	5.0
s3U1004859	P1034611	4.0
s3U1000681	P1015984	3.0
s3U1002588	P1012297	5.0
s3U1001231	P1006444	5.0
s3U1002747	P1025149	5.0
s3U1004575	P1023256	5.0
s3U1005864	P1022527	5.0
s3U1007082	P1022078	5.0
s3U1004421	P1032573	5.0
s3U1002942	P1018394	4.0
s3U1003098	P1009303	5.0
s3U1004125	P1017380	1.0
s3U1008143	P1007731	4.0
s3U1003973	P1019185	5.0
s3U1001485	P1029344	5.0
s3U1005648	P1034611	5.0
s3U1006146	P1015164	4.0
s3U1002880	P1034611	5.0
s3U1006939	P1032988	4.0
s3U1000891	P1001404	4.0
s3U1000007	P1006073	5.0
s3U1000158	P1014102	5.0
s3U1001377	P1023256	5.0
s3U1001460	P1005880	5.0
s3U1003837	P1020919	4.0
s3U1004954	P1018706	3.0
s3U1001087	P1018522	3.0
s3U1000982	P1028111	5.0
s3U1002637	P1006805	4.0
s3U1005180	P1004526	4.0
s3U1005787	P1013766	5.0
s3U1001877	P1001546	4.0
s3U1002752	P1021703	4.0
s3U1004805	P1008269	5.0
s3U1001839	P1014102	5.0
s3U1002089	P1007415	4.0
s3U1001010	P1027399	5.0
s3U1003528	P1013667	4.0
s3U1004117	P1028562	5.0
s3U1004489	P1027356	4.0
s3U1001786	P1032584	5.0
s3U1002501	P1020200	5.0
s3U1001218	P1032016	5.0
s3U1001234	P1034113	5.0
s3U1003091	P1013697	4.0
s3U1007501	P1026571	4.0
s3U1007619	P1004032	5.0
s3U1005796	P1014051	5.0
s3U1008390	P1024911	3.0
s3U1005000	P1013079	5.0
s3U1002219	P1004594	5.0
s3U1002968	P1021206	5.0
s3U1008262	P1006805	5.0
s3U1000661	P1012181	5.0
s3U1008166	P1023121	3.0
s3U1000146	P1014102	5.0
s3U1007740	P1012377	4.0
s3U1003669	P1015302	5.0
s3U1003717	P1030955	5.0
s3U1001256	P1032058	5.0
s3U1001375	P1001171	5.0
s3U1001204	P1020390	5.0
s3U1000711	P1001512	5.0
s3U1001888	P1034611	4.0
s3U1001221	P1006746	5.0
s3U1007402	P1015302	2.0
s3U1003126	P1032058	5.0
s3U1003756	P1028896	5.0
s3U1007929	P1021703	5.0
s3U1008463	P1004032	5.0
s3U1008334	P1001612	5.0
s3U1005080	P1001911	5.0
s3U1006057	P1005690	5.0
s3U1007687	P1007415	5.0
s3U1002349	P1003943	5.0
s3U1003287	P1032016	4.0
s3U1003704	P1027537	1.0
s3U1005683	P1016021	5.0
s3U1004385	P1000287	5.0
s3U1001746	P1028500	5.0
s3U1002998	P1008009	1.0
s3U1004161	P1033612	5.0
s3U1005263	P1011369	4.0
s3U1002105	P1022132	2.0
s3U1001133	P1032988	4.0
s3U1003120	P1000320	5.0
s3U1001046	P1015984	5.0
s3U1000925	P1032687	4.0
s3U1007009	P1007985	5.0
s3U1004023	P1023256	5.0
s3U1007087	P1032901	5.0
s3U1006101	P1003671	5.0
s3U1003487	P1025021	5.0
s3U1005486	P1000266	5.0
s3U1001572	P1012297	2.0
s3U1007889	P1010530	4.0
s3U1004704	P1006939	4.0
s3U1005007	P1028562	4.0
s3U1007353	P1014318	5.0
s3U1000641	P1004080	4.0
s3U1003893	P1021570	5.0
s3U1004114	P1031273	5.0
s3U1004404	P1013864	5.0
s3U1000040	P1008650	5.0
s3U1005757	P1027747	5.0
s3U1002142	P1013120	5.0
s3U1006309	P1015302	5.0
s3U1002943	P1019567	5.0
s3U1001706	P1018933	1.0
s3U1003036	P1023395	5.0
s3U1006173	P1023256	5.0
s3U1003647	P1028562	5.0
s3U1003896	P1012297	1.0
s3U1007706	P1015077	5.0
s3U1006165	P1021364	5.0
s3U1000315	P1019605	5.0
s3U1007763	P1023121	5.0
s3U1008153	P1022899	1.0
s3U1006474	P1014318	5.0
s3U1001648	P1008650	5.0
s3U1007633	P1003497	5.0
s3U1004793	P1020357	5.0
s3U1006135	P1032901	3.0
s3U1005496	P1012181	1.0
s3U1002126	P1015302	5.0
s3U1005376	P1014379	3.0
s3U1004815	P1019867	5.0
s3U1002781	P1005973	5.0
s3U1002290	P1012038	2.0
s3U1003538	P1004080	5.0
s3U1004621	P1005690	5.0
s3U1001833	P1024446	5.0
s3U1006932	P1013766	5.0
s3U1004711	P1012301	5.0
s3U1002004	P1007415	2.0
s3U1005826	P1020119	5.0
s3U1006126	P1031268	3.0
s3U1002337	P1028562	5.0
s3U1008415	P1028562	2.0
s3U1004965	P1008650	5.0
s3U1006979	P1014683	5.0
s3U1007199	P1032220	5.0
s3U1000477	P1024241	4.0
s3U1006041	P1007800	5.0
s3U1004580	P1008354	4.0
s3U1001278	P1024241	5.0
s3U1003110	P1015984	2.0
s3U1005216	P1005507	5.0
s3U1006825	P1002579	5.0
s3U1006889	P1000590	5.0
s3U1007086	P1004381	4.0
s3U1007152	P1012297	5.0
s3U1000599	P1008650	5.0
s3U1006342	P1021364	4.0
s3U1001981	P1032016	3.0
s3U1004266	P1034611	5.0
s3U1006746	P1009303	5.0
s3U1002526	P1008969	3.0
s3U1001100	P1008009	5.0
s3U1001847	P1034611	5.0
