userId	itemId	rating
t1U1002300	P1033723	5.0
t1U1009202	P1030685	5.0
t1U1003335	P1024407	5.0
t1U1007754	P1007529	5.0
t1U1006553	P1002937	5.0
t1U1000095	P1034584	4.0
t1U1006774	P1029713	5.0
t1U1000844	P1004468	5.0
t1U1006357	P1026592	5.0
t1U1002703	P1023344	5.0
t1U1000405	P1017408	5.0
t1U1009255	P1020976	4.0
t1U1001559	P1014489	5.0
t1U1002461	P1019474	5.0
t1U1004790	P1032228	5.0
t1U1003314	P1014420	5.0
t1U1000120	P1001568	5.0
t1U1000636	P1032228	4.0
t1U1006321	P1003537	1.0
t1U1009323	P1029509	5.0
t1U1004151	P1033697	5.0
t1U1005500	P1004735	5.0
t1U1008112	P1012798	2.0
t1U1004159	P1028722	5.0
t1U1004021	P1015109	5.0
t1U1003650	P1003546	5.0
t1U1001152	P1026881	5.0
t1U1008622	P1019624	5.0
t1U1006598	P1014489	4.0
t1U1003005	P1032457	5.0
t1U1002106	P1020283	3.0
t1U1007393	P1026012	5.0
t1U1002646	P1002937	1.0
t1U1002811	P1030219	5.0
t1U1001836	P1029713	4.0
t1U1000350	P1002699	5.0
t1U1000977	P1002277	5.0
t1U1004728	P1024048	4.0
t1U1004832	P1017549	5.0
t1U1009235	P1016224	1.0
t1U1005658	P1000409	5.0
t1U1005611	P1016048	3.0
t1U1002237	P1032228	5.0
t1U1001555	P1017847	5.0
t1U1007636	P1030459	5.0
t1U1001221	P1007666	5.0
t1U1000084	P1028608	4.0
t1U1009125	P1009251	4.0
t1U1008944	P1002552	5.0
t1U1007052	P1003546	5.0
t1U1008429	P1020671	4.0
t1U1008348	P1005582	5.0
t1U1008160	P1001972	5.0
t1U1008235	P1012046	5.0
t1U1002660	P1011365	1.0
t1U1001028	P1029540	5.0
t1U1004781	P1032058	5.0
t1U1003359	P1014870	5.0
t1U1002402	P1001314	1.0
t1U1009467	P1020671	5.0
t1U1005966	P1024048	5.0
t1U1008473	P1003224	5.0
t1U1004438	P1003546	5.0
t1U1001593	P1014489	3.0
t1U1000242	P1018922	5.0
t1U1006720	P1027139	5.0
t1U1003599	P1014362	5.0
t1U1000013	P1011245	5.0
t1U1004836	P1017847	5.0
t1U1004611	P1003546	5.0
t1U1005891	P1001568	5.0
t1U1003501	P1000606	4.0
t1U1005347	P1034475	4.0
t1U1008735	P1013166	2.0
t1U1002892	P1016533	5.0
t1U1007398	P1016006	5.0
t1U1001692	P1007966	5.0
t1U1004255	P1007048	5.0
t1U1006940	P1004604	5.0
t1U1000368	P1017692	5.0
t1U1002666	P1003222	5.0
t1U1001617	P1020671	2.0
t1U1008435	P1003384	5.0
t1U1002385	P1032649	1.0
t1U1006391	P1006491	5.0
t1U1000499	P1021870	5.0
t1U1003336	P1004595	5.0
t1U1006343	P1012798	3.0
t1U1005474	P1001084	5.0
t1U1003240	P1014489	4.0
t1U1005274	P1011245	5.0
t1U1009334	P1020976	5.0
t1U1001574	P1012115	2.0
t1U1002833	P1005800	4.0
t1U1005960	P1023643	4.0
t1U1000025	P1016533	5.0
t1U1002360	P1012798	5.0
t1U1004501	P1019111	5.0
t1U1009193	P1016224	1.0
t1U1005626	P1021513	5.0
t1U1007877	P1016533	5.0
t1U1002369	P1022386	5.0
t1U1008664	P1027635	5.0
t1U1000344	P1010595	4.0
t1U1002833	P1009323	2.0
t1U1005347	P1034478	5.0
t1U1003968	P1004032	5.0
t1U1002567	P1005402	2.0
t1U1007189	P1006979	4.0
t1U1002051	P1016224	1.0
t1U1009356	P1017896	3.0
t1U1002585	P1025838	2.0
t1U1002249	P1014489	5.0
t1U1008439	P1008665	5.0
t1U1008730	P1026881	5.0
t1U1002968	P1030685	5.0
t1U1005451	P1027139	5.0
t1U1001386	P1022696	5.0
t1U1001541	P1006557	4.0
t1U1005600	P1009327	5.0
t1U1001324	P1016216	4.0
t1U1005322	P1020540	3.0
t1U1009409	P1003222	5.0
t1U1000073	P1005582	5.0
t1U1003212	P1004735	5.0
t1U1006243	P1020464	5.0
t1U1005497	P1010379	5.0
t1U1009503	P1034475	5.0
t1U1007302	P1034599	5.0
t1U1006517	P1013720	5.0
t1U1008805	P1022960	4.0
t1U1002124	P1026881	4.0
t1U1008979	P1002037	5.0
t1U1007395	P1030685	5.0
t1U1004449	P1027179	4.0
t1U1007313	P1026922	1.0
t1U1002121	P1013332	4.0
t1U1003818	P1005460	4.0
t1U1004218	P1030665	5.0
t1U1004399	P1010787	1.0
t1U1000655	P1008595	5.0
t1U1001720	P1032457	5.0
t1U1005663	P1021314	5.0
t1U1004124	P1017692	4.0
t1U1008385	P1018535	5.0
t1U1008264	P1017784	5.0
t1U1006972	P1020671	5.0
t1U1004213	P1026881	5.0
t1U1006968	P1012940	5.0
t1U1009223	P1009710	5.0
t1U1009580	P1022709	5.0
t1U1007005	P1001853	5.0
t1U1006584	P1008194	4.0
t1U1005729	P1010545	5.0
t1U1004690	P1015080	5.0
t1U1005582	P1015809	5.0
t1U1008154	P1028772	5.0
t1U1001605	P1021718	4.0
t1U1005207	P1000767	5.0
t1U1008590	P1006610	5.0
t1U1007367	P1020231	5.0
t1U1009187	P1017701	5.0
t1U1000891	P1020671	3.0
t1U1006601	P1012940	5.0
t1U1007446	P1012619	4.0
t1U1000468	P1026087	1.0
t1U1002011	P1009804	3.0
t1U1005344	P1003546	5.0
t1U1002062	P1018535	5.0
t1U1007657	P1000526	5.0
t1U1000068	P1022709	5.0
t1U1007275	P1023291	5.0
t1U1001626	P1011668	5.0
t1U1003452	P1010379	5.0
t1U1007749	P1015746	5.0
t1U1005166	P1014418	4.0
t1U1009292	P1007529	5.0
t1U1003129	P1001001	5.0
t1U1005154	P1014287	5.0
t1U1003007	P1005132	5.0
t1U1007612	P1016624	4.0
t1U1005672	P1007097	5.0
t1U1004118	P1015809	5.0
t1U1003020	P1009795	5.0
t1U1007917	P1022709	2.0
t1U1001396	P1000902	3.0
t1U1001453	P1020283	5.0
t1U1001495	P1026847	5.0
t1U1002270	P1015746	5.0
t1U1000257	P1010652	5.0
t1U1001831	P1012115	3.0
t1U1004686	P1015719	5.0
t1U1007414	P1011365	1.0
t1U1007724	P1020344	5.0
t1U1003622	P1001568	5.0
t1U1004130	P1012689	5.0
t1U1004352	P1004456	5.0
t1U1001918	P1008509	5.0
t1U1002833	P1023858	5.0
t1U1009134	P1001212	5.0
t1U1003256	P1030665	5.0
t1U1005399	P1006893	5.0
t1U1008636	P1018602	5.0
t1U1008298	P1022517	5.0
t1U1004605	P1023291	5.0
t1U1008486	P1015778	5.0
t1U1006427	P1009403	5.0
t1U1002655	P1017672	3.0
t1U1000587	P1013508	3.0
t1U1006939	P1021949	4.0
t1U1001859	P1003222	5.0
t1U1002465	P1009710	1.0
t1U1004909	P1010379	5.0
t1U1001563	P1018535	5.0
t1U1004148	P1005800	5.0
t1U1007666	P1012798	5.0
t1U1007828	P1032457	5.0
t1U1000063	P1010156	5.0
t1U1003400	P1030313	5.0
t1U1005261	P1004735	5.0
t1U1001011	P1011365	5.0
t1U1007228	P1001322	5.0
t1U1006642	P1030573	4.0
t1U1000336	P1026922	5.0
t1U1007815	P1011962	4.0
t1U1005358	P1010011	4.0
t1U1002779	P1026847	5.0
t1U1003210	P1024207	1.0
t1U1004026	P1001314	1.0
t1U1006474	P1014489	5.0
t1U1004984	P1005580	4.0
t1U1002184	P1022960	5.0
t1U1006657	P1030412	5.0
t1U1004771	P1034396	5.0
t1U1007532	P1018715	5.0
t1U1000947	P1027139	5.0
t1U1004416	P1015778	5.0
t1U1006625	P1011245	2.0
t1U1005125	P1033731	5.0
t1U1004023	P1026094	1.0
t1U1002527	P1016291	4.0
t1U1004943	P1000036	5.0
t1U1009486	P1012031	5.0
t1U1000707	P1003861	5.0
t1U1001792	P1026881	1.0
t1U1007739	P1016855	4.0
t1U1004243	P1017896	5.0
t1U1007080	P1024207	5.0
t1U1005491	P1008972	3.0
t1U1007689	P1030459	3.0
t1U1001308	P1013709	3.0
t1U1000701	P1005603	5.0
t1U1003295	P1019026	5.0
t1U1009657	P1002800	1.0
t1U1003326	P1013261	5.0
t1U1007821	P1024060	5.0
t1U1005484	P1023275	5.0
t1U1003377	P1022734	5.0
t1U1004306	P1001853	5.0
t1U1003974	P1018535	5.0
t1U1000473	P1024207	5.0
t1U1009259	P1011039	5.0
t1U1000381	P1012572	5.0
t1U1008125	P1033388	5.0
t1U1007349	P1016224	1.0
t1U1000227	P1011039	5.0
t1U1005860	P1008100	4.0
t1U1005537	P1009114	1.0
t1U1002058	P1012031	5.0
t1U1001791	P1026375	4.0
t1U1001798	P1014489	5.0
t1U1001177	P1020671	5.0
t1U1009008	P1005582	4.0
t1U1005150	P1024745	5.0
t1U1000161	P1033116	5.0
t1U1005893	P1014489	5.0
t1U1004069	P1005895	5.0
t1U1003520	P1002039	5.0
t1U1003384	P1011400	5.0
t1U1002545	P1003827	5.0
t1U1006300	P1010319	3.0
t1U1008277	P1020671	5.0
t1U1002921	P1030469	5.0
t1U1001158	P1008408	5.0
t1U1000065	P1032649	5.0
t1U1005580	P1001322	5.0
t1U1005323	P1000618	5.0
t1U1006396	P1011039	5.0
t1U1002930	P1033602	2.0
t1U1003335	P1002714	5.0
t1U1000780	P1001314	5.0
t1U1006721	P1012574	5.0
t1U1001173	P1010156	5.0
t1U1003175	P1015793	5.0
t1U1008367	P1018535	5.0
t1U1001319	P1033556	5.0
t1U1000898	P1034325	5.0
t1U1006430	P1023328	5.0
t1U1003006	P1032823	5.0
t1U1005786	P1029713	5.0
t1U1004440	P1020650	5.0
t1U1003134	P1022960	5.0
t1U1009658	P1007585	5.0
t1U1006191	P1018535	5.0
t1U1005921	P1025205	5.0
t1U1000820	P1003827	4.0
t1U1001692	P1031202	5.0
t1U1009152	P1008100	3.0
t1U1003495	P1018535	5.0
t1U1008065	P1026799	5.0
t1U1006175	P1005873	4.0
t1U1009081	P1001526	1.0
t1U1000753	P1000590	5.0
t1U1007063	P1012031	4.0
t1U1007568	P1008998	3.0
t1U1008197	P1020344	5.0
t1U1004309	P1008828	5.0
t1U1007286	P1021297	3.0
t1U1004414	P1011482	5.0
t1U1008641	P1022414	5.0
t1U1007756	P1021513	5.0
t1U1005831	P1033796	5.0
t1U1003800	P1029713	5.0
t1U1004190	P1002907	4.0
t1U1002824	P1032457	5.0
t1U1002991	P1027664	5.0
t1U1006331	P1013497	5.0
t1U1005519	P1034478	5.0
t1U1001777	P1027432	4.0
t1U1009601	P1007101	5.0
t1U1001699	P1033418	5.0
t1U1005038	P1014211	5.0
t1U1001830	P1016533	5.0
t1U1007808	P1008888	4.0
t1U1003714	P1024207	5.0
t1U1005260	P1001647	5.0
t1U1004877	P1029193	3.0
t1U1003125	P1018987	4.0
t1U1006885	P1009389	5.0
t1U1000925	P1005697	5.0
t1U1006502	P1020464	5.0
t1U1009521	P1022729	5.0
t1U1008858	P1017847	5.0
t1U1001295	P1017896	5.0
t1U1002861	P1023344	5.0
t1U1008376	P1001526	5.0
t1U1006441	P1020344	5.0
t1U1000642	P1001001	5.0
t1U1002337	P1009825	5.0
t1U1006667	P1000009	5.0
t1U1009098	P1007128	5.0
t1U1009500	P1006326	5.0
t1U1006078	P1008475	4.0
t1U1001550	P1000273	5.0
t1U1000682	P1014211	4.0
t1U1000105	P1024207	5.0
t1U1000044	P1024813	5.0
t1U1001853	P1015719	5.0
t1U1007379	P1020976	5.0
t1U1007238	P1001789	5.0
t1U1005943	P1011181	5.0
t1U1005662	P1018920	3.0
t1U1008694	P1017297	5.0
t1U1001847	P1026922	5.0
t1U1003351	P1008100	4.0
t1U1000744	P1029307	5.0
t1U1006043	P1015214	4.0
t1U1004185	P1024298	3.0
t1U1000631	P1006893	5.0
t1U1003841	P1023402	5.0
t1U1001814	P1025239	3.0
t1U1003535	P1009277	5.0
t1U1005869	P1014398	1.0
t1U1000110	P1012872	2.0
t1U1000532	P1029454	1.0
t1U1000068	P1020464	5.0
t1U1002635	P1028948	5.0
t1U1000272	P1003827	5.0
t1U1003171	P1011938	3.0
t1U1008168	P1027139	5.0
t1U1000331	P1018166	5.0
t1U1005976	P1021882	4.0
t1U1001434	P1008649	4.0
t1U1009407	P1011400	5.0
t1U1006043	P1005724	4.0
t1U1004743	P1002699	4.0
t1U1007233	P1005582	5.0
t1U1009715	P1028438	5.0
t1U1004126	P1026507	4.0
t1U1008046	P1026232	5.0
t1U1006536	P1012562	5.0
t1U1003959	P1004809	5.0
t1U1003816	P1012031	5.0
t1U1008096	P1016729	5.0
t1U1008714	P1032228	1.0
t1U1005943	P1011245	5.0
t1U1008204	P1031839	5.0
t1U1005421	P1002517	1.0
t1U1004641	P1030685	5.0
t1U1002639	P1020464	5.0
t1U1004203	P1012872	5.0
t1U1003044	P1004529	5.0
t1U1009572	P1000160	5.0
t1U1002835	P1026922	1.0
t1U1000294	P1007135	5.0
t1U1009067	P1031362	1.0
t1U1002832	P1017701	3.0
t1U1001617	P1014489	2.0
t1U1000763	P1010863	5.0
t1U1007564	P1013166	4.0
t1U1000486	P1032457	5.0
t1U1001055	P1016291	5.0
t1U1001183	P1026305	1.0
t1U1003068	P1017803	5.0
t1U1008873	P1013332	5.0
t1U1003062	P1034204	5.0
t1U1000624	P1018535	5.0
t1U1003449	P1012031	5.0
t1U1008687	P1001639	5.0
t1U1002462	P1016291	5.0
t1U1001418	P1030884	4.0
t1U1001249	P1022549	5.0
t1U1008714	P1009754	4.0
t1U1009225	P1031026	3.0
t1U1003674	P1018535	5.0
t1U1006193	P1001322	5.0
t1U1005111	P1017022	3.0
t1U1003011	P1003546	4.0
t1U1008980	P1014489	5.0
t1U1008682	P1000132	5.0
t1U1004158	P1018963	5.0
t1U1009621	P1012872	4.0
t1U1004791	P1024444	4.0
t1U1003035	P1015778	5.0
t1U1001250	P1015123	5.0
t1U1001422	P1003546	5.0
t1U1001663	P1032956	3.0
t1U1001076	P1000160	5.0
t1U1000505	P1020976	4.0
t1U1006225	P1014489	5.0
t1U1009250	P1031026	5.0
t1U1004915	P1011249	5.0
t1U1004799	P1023823	4.0
t1U1004285	P1032643	5.0
t1U1005391	P1005582	5.0
t1U1002952	P1005582	5.0
t1U1001575	P1017896	5.0
t1U1003852	P1017665	1.0
t1U1007438	P1020328	5.0
t1U1008587	P1012115	5.0
t1U1007284	P1011245	5.0
t1U1009514	P1021297	2.0
t1U1009545	P1000767	5.0
t1U1007784	P1011245	5.0
t1U1008480	P1005131	2.0
t1U1007501	P1011252	5.0
t1U1008420	P1000684	5.0
t1U1004703	P1030685	5.0
t1U1009160	P1016393	5.0
t1U1009478	P1014421	5.0
t1U1005578	P1010520	5.0
t1U1008543	P1001639	5.0
t1U1000288	P1017885	1.0
t1U1001398	P1034231	5.0
t1U1001456	P1006371	5.0
t1U1005269	P1012798	5.0
t1U1002098	P1016086	1.0
t1U1008314	P1026881	5.0
t1U1004022	P1032457	5.0
t1U1008628	P1026349	5.0
t1U1003796	P1022414	5.0
t1U1004618	P1026922	5.0
t1U1007458	P1008711	5.0
t1U1004842	P1014740	5.0
t1U1005868	P1023643	1.0
t1U1008359	P1005156	5.0
t1U1009391	P1011217	5.0
t1U1002462	P1012384	4.0
t1U1004748	P1002476	4.0
t1U1005202	P1003827	5.0
t1U1000154	P1024709	5.0
t1U1004357	P1016533	5.0
t1U1005531	P1021333	5.0
t1U1009696	P1026592	5.0
t1U1008470	P1000409	1.0
t1U1006279	P1004735	5.0
t1U1000105	P1023329	5.0
t1U1007537	P1013720	5.0
t1U1006637	P1029665	5.0
t1U1001249	P1009000	5.0
t1U1000844	P1029246	4.0
t1U1005683	P1001314	5.0
t1U1004328	P1006893	5.0
t1U1002076	P1029717	1.0
t1U1006129	P1012046	4.0
t1U1005093	P1030233	4.0
t1U1003822	P1028092	5.0
t1U1003764	P1000010	5.0
t1U1003745	P1001322	4.0
t1U1003242	P1030685	5.0
t1U1000384	P1024813	5.0
t1U1000554	P1005619	5.0
t1U1007183	P1012798	1.0
t1U1002893	P1030980	5.0
t1U1000308	P1012798	1.0
t1U1001258	P1011125	5.0
t1U1009202	P1017847	5.0
t1U1008017	P1026841	5.0
t1U1007023	P1012031	5.0
t1U1009034	P1024992	5.0
t1U1000619	P1010463	5.0
t1U1005444	P1010005	4.0
t1U1007980	P1016006	5.0
t1U1002947	P1020671	5.0
t1U1002733	P1005242	4.0
t1U1008779	P1032956	1.0
t1U1004652	P1020976	5.0
t1U1003808	P1024098	5.0
t1U1001564	P1030057	5.0
t1U1001510	P1005263	1.0
t1U1001220	P1020540	5.0
t1U1005225	P1008475	5.0
t1U1009157	P1026216	5.0
t1U1002439	P1000722	4.0
t1U1003641	P1031562	5.0
t1U1008055	P1013720	5.0
t1U1006895	P1033062	5.0
t1U1009245	P1016006	2.0
t1U1006614	P1026467	5.0
t1U1004036	P1026922	5.0
t1U1008952	P1031029	5.0
t1U1000486	P1029713	5.0
t1U1002275	P1001314	4.0
t1U1001556	P1020762	5.0
t1U1006495	P1021297	5.0
t1U1005417	P1023610	5.0
t1U1005181	P1026922	5.0
t1U1007660	P1010379	4.0
t1U1007249	P1020558	5.0
t1U1004336	P1005936	5.0
t1U1001371	P1026922	5.0
t1U1005019	P1000132	5.0
t1U1001405	P1011245	5.0
t1U1001314	P1024640	4.0
t1U1005540	P1010553	3.0
t1U1009527	P1024762	5.0
t1U1006008	P1026841	5.0
t1U1004837	P1025474	5.0
t1U1006650	P1030573	5.0
t1U1008997	P1011245	5.0
t1U1007925	P1003202	5.0
t1U1002099	P1005582	5.0
t1U1000609	P1022493	4.0
t1U1005814	P1005580	5.0
t1U1000202	P1003121	4.0
t1U1006225	P1029713	5.0
t1U1002074	P1015176	4.0
t1U1008273	P1034467	5.0
t1U1001728	P1030412	5.0
t1U1005522	P1012940	5.0
t1U1001996	P1002517	3.0
t1U1008353	P1031152	5.0
t1U1002565	P1002699	5.0
t1U1005981	P1002699	5.0
t1U1005388	P1030489	3.0
t1U1005355	P1018298	5.0
t1U1006455	P1028687	5.0
t1U1009643	P1012798	2.0
t1U1000569	P1015139	3.0
t1U1000012	P1031905	5.0
t1U1009209	P1002937	5.0
t1U1003522	P1026834	5.0
t1U1005453	P1024813	5.0
t1U1003438	P1011125	4.0
t1U1004218	P1023960	5.0
t1U1005628	P1008972	5.0
t1U1009034	P1007004	5.0
t1U1001020	P1004809	5.0
t1U1006218	P1023679	4.0
t1U1005051	P1006893	5.0
t1U1009652	P1031362	4.0
t1U1008179	P1012047	5.0
t1U1002147	P1026841	5.0
t1U1001777	P1025303	5.0
t1U1000767	P1024992	2.0
t1U1005317	P1031026	5.0
t1U1008980	P1020671	5.0
t1U1005626	P1030665	5.0
t1U1004618	P1027384	3.0
t1U1007877	P1008991	5.0
t1U1008442	P1026834	5.0
t1U1005391	P1019393	5.0
t1U1000876	P1003546	5.0
t1U1000607	P1028557	5.0
t1U1007258	P1026922	5.0
t1U1001609	P1031029	5.0
t1U1007384	P1032457	1.0
t1U1006184	P1000767	5.0
t1U1007007	P1011245	4.0
t1U1001198	P1015836	5.0
t1U1004201	P1008711	5.0
t1U1001891	P1012940	5.0
t1U1006126	P1001807	5.0
t1U1003862	P1024207	3.0
t1U1001846	P1031362	4.0
t1U1005722	P1016291	5.0
t1U1008654	P1026232	5.0
t1U1002945	P1027074	5.0
t1U1008179	P1030665	5.0
t1U1007243	P1013615	5.0
t1U1007850	P1016533	5.0
t1U1004387	P1018535	5.0
t1U1007766	P1000902	5.0
t1U1006780	P1000767	5.0
t1U1005520	P1003336	5.0
t1U1004715	P1000902	1.0
t1U1006544	P1023344	1.0
t1U1005417	P1001526	4.0
t1U1003377	P1015205	5.0
t1U1000130	P1027279	5.0
t1U1000562	P1001314	5.0
t1U1004855	P1027376	5.0
t1U1002944	P1012115	5.0
t1U1005416	P1010268	5.0
t1U1008945	P1003470	5.0
t1U1003489	P1001853	1.0
t1U1008363	P1030339	5.0
t1U1004983	P1002937	1.0
t1U1002824	P1005582	5.0
t1U1000880	P1033043	5.0
t1U1008500	P1029474	4.0
t1U1004543	P1020666	5.0
t1U1008892	P1005603	5.0
t1U1005973	P1000526	5.0
t1U1006778	P1017680	5.0
t1U1002212	P1009710	4.0
t1U1003448	P1025127	2.0
t1U1003340	P1007214	5.0
t1U1007293	P1030665	3.0
t1U1001333	P1010780	5.0
t1U1009684	P1020344	5.0
t1U1003488	P1006726	4.0
t1U1004604	P1012031	5.0
t1U1006573	P1012226	4.0
t1U1004875	P1002860	5.0
t1U1004680	P1000526	2.0
t1U1007239	P1012619	3.0
t1U1006636	P1033501	5.0
t1U1007384	P1014489	1.0
t1U1002120	P1012798	5.0
t1U1006192	P1009114	5.0
t1U1004594	P1016752	5.0
t1U1006835	P1003074	5.0
t1U1002970	P1006189	2.0
t1U1007684	P1013332	5.0
t1U1000707	P1001550	5.0
t1U1004143	P1020892	5.0
t1U1004463	P1031026	1.0
t1U1003377	P1024444	4.0
t1U1000693	P1026922	5.0
t1U1004299	P1021297	5.0
t1U1007132	P1030412	4.0
t1U1008328	P1031701	4.0
t1U1001127	P1015778	5.0
t1U1004484	P1005800	5.0
t1U1003064	P1007256	5.0
t1U1000201	P1033388	5.0
t1U1000743	P1001314	5.0
t1U1000276	P1025332	4.0
t1U1000793	P1001314	1.0
t1U1004678	P1030339	5.0
t1U1004298	P1021882	5.0
t1U1000017	P1005603	5.0
t1U1003492	P1015746	5.0
t1U1000502	P1020671	5.0
t1U1006495	P1011125	5.0
t1U1003692	P1011400	5.0
t1U1004004	P1017737	5.0
t1U1005300	P1031701	3.0
t1U1006181	P1022960	5.0
t1U1006228	P1018920	5.0
t1U1005282	P1003357	5.0
t1U1003856	P1019969	5.0
t1U1000739	P1031202	4.0
t1U1008684	P1023858	5.0
t1U1005904	P1012563	5.0
t1U1004384	P1009128	3.0
t1U1006369	P1016533	5.0
t1U1005412	P1017803	3.0
t1U1007482	P1012115	2.0
t1U1001634	P1001419	5.0
t1U1009009	P1030773	5.0
t1U1000483	P1031459	4.0
t1U1008687	P1019969	5.0
t1U1005181	P1016533	5.0
t1U1002848	P1014489	5.0
t1U1001900	P1023610	5.0
t1U1006112	P1020671	5.0
t1U1003335	P1014852	3.0
t1U1003027	P1005446	5.0
t1U1007670	P1018069	4.0
t1U1003018	P1023355	4.0
t1U1007478	P1015762	1.0
t1U1002145	P1002699	5.0
t1U1007189	P1007135	5.0
t1U1004882	P1011453	1.0
t1U1003784	P1020671	5.0
t1U1005843	P1030057	5.0
t1U1008402	P1003384	5.0
t1U1006997	P1000684	5.0
t1U1003535	P1019776	4.0
t1U1003052	P1026922	5.0
t1U1003854	P1009328	5.0
t1U1003849	P1000526	5.0
t1U1001908	P1010042	5.0
t1U1000810	P1023265	5.0
t1U1007077	P1007547	1.0
t1U1000824	P1011245	5.0
t1U1002035	P1032698	3.0
t1U1005127	P1019139	5.0
t1U1003110	P1014489	5.0
t1U1005550	P1030665	5.0
t1U1006978	P1035822	5.0
t1U1002307	P1006893	5.0
t1U1008484	P1017737	5.0
t1U1008319	P1034068	5.0
t1U1009425	P1009403	5.0
t1U1009587	P1005582	4.0
t1U1008994	P1027339	5.0
t1U1005578	P1034325	5.0
t1U1009072	P1014489	5.0
t1U1008075	P1014421	5.0
t1U1002058	P1017847	5.0
t1U1003373	P1009858	5.0
t1U1004404	P1014860	5.0
t1U1007748	P1000590	5.0
t1U1001844	P1014055	5.0
t1U1006394	P1032457	5.0
t1U1000239	P1017602	1.0
t1U1006699	P1017896	5.0
t1U1008248	P1020976	4.0
t1U1007596	P1012798	5.0
t1U1001568	P1007547	5.0
t1U1003617	P1014634	4.0
t1U1009551	P1027840	5.0
t1U1007733	P1001853	5.0
t1U1002000	P1014395	5.0
t1U1001404	P1028364	5.0
t1U1008681	P1008383	5.0
t1U1008243	P1026881	5.0
t1U1007543	P1005038	5.0
t1U1009251	P1001635	5.0
t1U1004357	P1024992	1.0
t1U1001162	P1032457	5.0
t1U1003141	P1000765	3.0
t1U1009010	P1004832	5.0
t1U1005762	P1029120	5.0
t1U1002849	P1022960	5.0
t1U1002818	P1026881	5.0
t1U1005080	P1001568	5.0
t1U1003242	P1023379	5.0
t1U1007349	P1018602	1.0
